,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
20015,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,Houston,22389.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20017,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,San Antonio,22466.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20018,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,San Antonio,22466.0,Central,Missouri,Central,0.0727568565,2012.0
20019,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,San Antonio,22466.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20021,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,San Antonio,20982.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20022,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,San Antonio,20982.0,Central,Missouri,Central,0.0727568565,2012.0
20023,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,San Antonio,20982.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20025,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,McLean,22327.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20026,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,McLean,22327.0,Central,Missouri,Central,0.0727568565,2012.0
20027,sanford-brown college,02116-2904     ,Proprietary,1,5000,592,0,0,0,41,47497,66667,McLean,22327.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20029,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Atlanta,24037.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20030,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Atlanta,24037.0,Central,Missouri,Central,0.0727568565,2012.0
20031,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Atlanta,24037.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20033,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Fenton,19383.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20034,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Fenton,19383.0,Central,Missouri,Central,0.0727568565,2012.0
20035,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Fenton,19383.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20037,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Saint Peters,18145.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20038,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Saint Peters,18145.0,Central,Missouri,Central,0.0727568565,2012.0
20039,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Saint Peters,18145.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20041,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Houston,21471.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20042,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Houston,21471.0,Central,Missouri,Central,0.0727568565,2012.0
20043,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Houston,21471.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20045,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Dallas,20787.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20046,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Dallas,20787.0,Central,Missouri,Central,0.0727568565,2012.0
20047,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Dallas,20787.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20049,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Houston,22389.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20050,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Houston,22389.0,Central,Missouri,Central,0.0727568565,2012.0
20051,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,Houston,22389.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20053,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,San Antonio,22466.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20054,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,San Antonio,22466.0,Central,Missouri,Central,0.0727568565,2012.0
20055,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,San Antonio,22466.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20057,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,San Antonio,20982.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20058,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,San Antonio,20982.0,Central,Missouri,Central,0.0727568565,2012.0
20059,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,San Antonio,20982.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20061,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,McLean,22327.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20062,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,McLean,22327.0,Central,Missouri,Central,0.0727568565,2012.0
20063,sanford-brown college,63026-7305     ,Proprietary,57,141000,206879,0,0,0,126,222356,245250,McLean,22327.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20065,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Atlanta,24037.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20066,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Atlanta,24037.0,Central,Missouri,Central,0.0727568565,2012.0
20067,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Atlanta,24037.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20069,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Fenton,19383.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20070,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Fenton,19383.0,Central,Missouri,Central,0.0727568565,2012.0
20071,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Fenton,19383.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20073,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Saint Peters,18145.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20074,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Saint Peters,18145.0,Central,Missouri,Central,0.0727568565,2012.0
20075,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Saint Peters,18145.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20077,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Houston,21471.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20078,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Houston,21471.0,Central,Missouri,Central,0.0727568565,2012.0
20079,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Houston,21471.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20081,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Dallas,20787.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20082,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Dallas,20787.0,Central,Missouri,Central,0.0727568565,2012.0
20083,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Dallas,20787.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20085,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Houston,22389.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20086,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Houston,22389.0,Central,Missouri,Central,0.0727568565,2012.0
20087,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,Houston,22389.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20089,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,San Antonio,22466.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20090,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,San Antonio,22466.0,Central,Missouri,Central,0.0727568565,2012.0
20091,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,San Antonio,22466.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20093,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,San Antonio,20982.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20094,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,San Antonio,20982.0,Central,Missouri,Central,0.0727568565,2012.0
20095,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,San Antonio,20982.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20097,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,McLean,22327.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20098,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,McLean,22327.0,Central,Missouri,Central,0.0727568565,2012.0
20099,sanford-brown college,75247-6931     ,Proprietary,92,151663,184398,0,0,0,86,195721,213054,McLean,22327.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20101,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Atlanta,24037.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20102,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Atlanta,24037.0,Central,Missouri,Central,0.0727568565,2012.0
20103,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Atlanta,24037.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20105,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Fenton,19383.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20106,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Fenton,19383.0,Central,Missouri,Central,0.0727568565,2012.0
20107,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Fenton,19383.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20109,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Saint Peters,18145.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20110,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Saint Peters,18145.0,Central,Missouri,Central,0.0727568565,2012.0
20111,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Saint Peters,18145.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20113,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Houston,21471.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20114,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Houston,21471.0,Central,Missouri,Central,0.0727568565,2012.0
20115,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Houston,21471.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20117,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Dallas,20787.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20118,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Dallas,20787.0,Central,Missouri,Central,0.0727568565,2012.0
20119,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Dallas,20787.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20121,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Houston,22389.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20122,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Houston,22389.0,Central,Missouri,Central,0.0727568565,2012.0
20123,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,Houston,22389.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20125,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,San Antonio,22466.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20126,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,San Antonio,22466.0,Central,Missouri,Central,0.0727568565,2012.0
20127,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,San Antonio,22466.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20129,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,San Antonio,20982.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20130,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,San Antonio,20982.0,Central,Missouri,Central,0.0727568565,2012.0
20131,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,San Antonio,20982.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20133,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,McLean,22327.0,Region 4,Georgia,Region 4,0.0667366948,2012.0
20134,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,McLean,22327.0,Central,Missouri,Central,0.0727568565,2012.0
20135,sanford-brown college,22102-4301     ,Proprietary,16,52000,46063,0,0,0,122,100672,139500,McLean,22327.0,Region 7,Texas,Region 7,0.0674204304,2012.0
20137,southern connecticut state university,06515-1355     ,Public,182,337235,436530,109,0,443116,165,214395,398272,New Haven,17313.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20138,three rivers community college,06360-6598     ,Public,43,99012,126618,0,0,0,314,95511,119389,Norwich,8536.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20139,three rivers community college,06360-6598     ,Public,43,99012,126618,0,0,0,314,95511,119389,Norwich,8536.0,Northwest (excluding Jackson),Missouri,Northwest (excluding Jackson),0.0696947742,2012.0
20140,three rivers community college,63901-2393     ,Public,81,126565,132317,0,0,0,249,95000,86730,Norwich,8536.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20141,three rivers community college,63901-2393     ,Public,81,126565,132317,0,0,0,249,95000,86730,Norwich,8536.0,Northwest (excluding Jackson),Missouri,Northwest (excluding Jackson),0.0696947742,2012.0
20142,trinity college,06106-3100     ,Private/Non-Profit,283,223719,301481,103,0,344055,284,296183,468417,Hartford,57575.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20143,trinity college,20017-1004     ,Private/Non-Profit,96,137399,137399,114,0,239919,83,124110,124110,Hartford,57575.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20144,tunxis community college,06032-3187     ,Public,40,75725,100967,0,0,0,834,71261,94881,Farmington,10832.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20145,university of bridgeport,06601-5650     ,Private/Non-Profit,269,382555,380405,487,0,458597,475,416691,416691,Bridgeport,43190.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20146,university of connecticut,06269-2151     ,Public,1310,1378738,2488251,1180,0,1900267,546,564909,753212,Storrs,25019.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20147,university of connecticut,06269-2151     ,Public,1310,1378738,2488251,1180,0,1900267,546,564909,753212,Waterbury,12914.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20148,university of connecticut,06269-2151     ,Public,1310,1378738,2488251,1180,0,1900267,546,564909,753212,Groton,12801.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20149,university of connecticut,06269-2151     ,Public,1310,1378738,2488251,1180,0,1900267,546,564909,753212,Stamford,12692.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20150,university of connecticut,06269-2151     ,Public,1310,1378738,2488251,1180,0,1900267,546,564909,753212,Norwalk,21170.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20151,university of hartford,06117-1599     ,Private/Non-Profit,345,566655,469828,375,0,730092,555,489622,841715,West Hartford,44240.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20152,university of new haven,06516-1999     ,Private/Non-Profit,267,471469,484109,60,0,117250,141,272894,488451,West Haven,46648.0,North Central,Connecticut,North Central,0.0646528478,2012.0
20153,university of saint joseph,06117-2791     ,Private/Non-Profit,70,139485,139485,0,0,0,301,77723,150126,West Hartford,40958.0,South Central,Connecticut,South Central,0.0603446707,2012.0
20155,western connecticut state university,06810-6826     ,Public,86,121884,181432,68,0,192550,127,112113,146409,Danbury,19433.0,Northwestern,Connecticut,Northwestern,0.0657298969,2012.0
20156,yale university,06520-8288     ,Private/Non-Profit,1133,1656939,2926114,1031,0,5748807,435,868326,1710080,New Haven,58250.0,Eastern,Connecticut,Eastern,0.0653572181,2012.0
20157,delaware state university,19901-2277     ,Public,69,194699,120257,0,0,0,250,181364,225323,Dover,20897.0,Wilmington City,Delaware,Wilmington City,0.0654077701,2012.0
