,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award,FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
8162,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8163,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8164,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8166,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region II,Illinois,Region II,0.0688290703,2014.0
8167,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8168,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8169,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8170,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8175,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
8176,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8177,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8178,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8179,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
8180,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8181,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8182,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8184,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region II,Illinois,Region II,0.0688290703,2014.0
8185,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8186,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8187,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8188,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8193,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
8194,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8195,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8196,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8197,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
8198,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8199,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8200,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8202,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region II,Illinois,Region II,0.0688290703,2014.0
8203,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8204,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8205,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8206,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8211,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
8212,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8213,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8214,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8215,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
8216,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8217,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8218,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8220,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region II,Illinois,Region II,0.0688290703,2014.0
8221,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8222,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8223,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8224,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8229,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
8230,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8231,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8232,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8233,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
8234,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8235,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8236,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8238,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region II,Illinois,Region II,0.0688290703,2014.0
8239,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8240,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8241,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8242,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8247,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
8248,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8249,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8250,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8251,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
8252,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8253,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8254,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8256,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region II,Illinois,Region II,0.0688290703,2014.0
8257,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8258,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8259,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8260,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8265,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 10,California,Region 10,0.080062276,2014.0
8266,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8267,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8268,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8269,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 10,California,Region 10,0.080062276,2014.0
8270,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8271,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8272,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8274,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region II,Illinois,Region II,0.0688290703,2014.0
8275,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8276,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8277,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8278,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8283,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 10,California,Region 10,0.080062276,2014.0
8284,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8285,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8286,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8287,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 10,California,Region 10,0.080062276,2014.0
8288,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8289,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8290,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8292,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region II,Illinois,Region II,0.0688290703,2014.0
8293,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8294,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8295,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8296,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Aurora,26845.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8301,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Springfield,26013.0,Region 10,California,Region 10,0.080062276,2014.0
8302,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Springfield,26013.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8303,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Springfield,26013.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8304,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Springfield,26013.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8305,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Springfield,26013.0,Region 10,California,Region 10,0.080062276,2014.0
8306,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Springfield,26013.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8307,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Springfield,26013.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8308,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Springfield,26013.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8310,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Springfield,26013.0,Region II,Illinois,Region II,0.0688290703,2014.0
