,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award,FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
7933,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
7934,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
7935,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
7936,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Davis County,Utah,Davis County,0.1161013425,2014.0
7941,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
7942,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
7943,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
7944,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
7945,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
7946,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
7947,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
7948,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
7950,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region II,Illinois,Region II,0.0688290703,2014.0
7951,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
7952,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
7953,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
7954,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Davis County,Utah,Davis County,0.1161013425,2014.0
7959,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
7960,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
7961,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
7962,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
7963,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
7964,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
7965,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
7966,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
7968,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region II,Illinois,Region II,0.0688290703,2014.0
7969,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
7970,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
7971,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
7972,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Davis County,Utah,Davis County,0.1161013425,2014.0
7977,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
7978,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
7979,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
7980,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
7981,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
7982,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
7983,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
7984,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
7986,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region II,Illinois,Region II,0.0688290703,2014.0
7987,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
7988,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
7989,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
7990,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Davis County,Utah,Davis County,0.1161013425,2014.0
7995,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
7996,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
7997,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
7998,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
7999,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
8000,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8001,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8002,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8004,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region II,Illinois,Region II,0.0688290703,2014.0
8005,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8006,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8007,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8008,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8013,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
8014,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8015,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8016,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8017,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
8018,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8019,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8020,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8022,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region II,Illinois,Region II,0.0688290703,2014.0
8023,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8024,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8025,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8026,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8031,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
8032,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8033,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8034,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8035,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
8036,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8037,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8038,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8040,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region II,Illinois,Region II,0.0688290703,2014.0
8041,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8042,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8043,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8044,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8049,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
8050,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8051,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8052,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8053,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
8054,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8055,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8056,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8058,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region II,Illinois,Region II,0.0688290703,2014.0
8059,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8060,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8061,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8062,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8067,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
8068,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8069,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8070,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8071,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
8072,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8073,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8074,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8076,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region II,Illinois,Region II,0.0688290703,2014.0
8077,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8078,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8079,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8080,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8085,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
8086,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8087,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8088,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8089,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
8090,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8091,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8092,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8094,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region II,Illinois,Region II,0.0688290703,2014.0
8095,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8096,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8097,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8098,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8103,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
8104,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8105,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8106,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8107,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 10,California,Region 10,0.080062276,2014.0
8108,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8109,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8110,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8112,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region II,Illinois,Region II,0.0688290703,2014.0
8113,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8114,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8115,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8116,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Ontario,22239.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8121,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
8122,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8123,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8124,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8125,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 10,California,Region 10,0.080062276,2014.0
8126,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8127,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8128,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8130,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region II,Illinois,Region II,0.0688290703,2014.0
8131,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8132,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8133,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8134,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Reseda,26661.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8139,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
8140,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8141,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8142,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8143,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 10,California,Region 10,0.080062276,2014.0
8144,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0787654018,2014.0
8145,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0844832908,2014.0
8146,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 4,Colorado,Region 4,0.0799257004,2014.0
8148,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region II,Illinois,Region II,0.0688290703,2014.0
8149,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0887806358,2014.0
8150,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Capital District,Nevada,Capital District,0.0855118316,2014.0
8151,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Region 4,Oregon,Region 4,0.0993291383,2014.0
8152,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,San Bernardino,29065.0,Davis County,Utah,Davis County,0.1161013425,2014.0
8157,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
8158,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8159,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 21R,California,Region 21R,0.0849147794,2014.0
8160,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 16R (San Diego),California,Region 16R (San Diego),0.0782017244,2014.0
8161,everest college,221926808,Private/Non-Profit,19,50191,28113,0,0,0,281,66985,88681,Anaheim,26364.0,Region 10,California,Region 10,0.080062276,2014.0
